Entity,Relation,Action,Value
air_niugini,generalizations,ncompany,company
two_dobermans,generalizations,yparlourgame,parlourgame
cubes,generalizations,ygeometricshape,geometricshape
cubes,generalizations,ygeometricshape,geometricshape
attack,generalizations,ymilitaryeventtype,militaryeventtype
south_beach_plaza_hotel,generalizations,yhotel,hotel
alpha_enolase,generalizations,yprotein,protein
european_warbler,generalizations,ybird,bird
low_fat_chicken_breast_recipes,generalizations,yrecipe,recipe
seven_seventeen_credit_union,generalizations,ycreditunion,creditunion
pampulha_airport,generalizations,yairport,airport
jan__98,generalizations,ydate,date
jul_35,generalizations,ndate,date
sim_s_themepark,generalizations,npark,park
theoretical_and_mathematical_physics,generalizations,yacademicfield,academicfield
musee_d_art_et_d_histoire___metz,generalizations,ymuseum,museum
python,generalizations,yprogramminglanguage,programminglanguage
python,generalizations,yprogramminglanguage,programminglanguage
python,generalizations,yprogramminglanguage,programminglanguage
python,generalizations,yprogramminglanguage,programminglanguage
garden_rattan_sofa,generalizations,nflooritem,flooritem
the_aam_tower,generalizations,nskyscraper,skyscraper
pest,generalizations,ncity,city
flybalaton_airport,generalizations,nairport,airport
streptococcus_halichoeri,generalizations,ybacteria,bacteria
victorian_sofa,generalizations,yflooritem,flooritem
grand_palladium_resort_beach,generalizations,nbeach,beach
tamil_language,generalizations,ylanguage,language
kitten,generalizations,yanimal,animal
toilet_base,generalizations,ybathroomitem,bathroomitem
singer_and_musician_magazine,generalizations,nmagazine,magazine
cape_fear_memorial_bridge,generalizations,ybridge,bridge
cabernet_blanc,generalizations,ywine,wine
alex_roberts,generalizations,ymale,male
tochigi_bank,generalizations,ybank,bank
kremlin,generalizations,norganization,organization
almond_fudge_sauce,generalizations,ycondiment,condiment
women__s_athletic_shoes,generalizations,nclothing,clothing
swiss_national_bank,generalizations,nbank,bank
aid_response,generalizations,ymlconference,mlconference
alex_donnelly,generalizations,nmale,male
pumpkinseed,generalizations,nnut,nut
bacardi_cream_sauce,generalizations,ycondiment,condiment
hot_summer_breeze,generalizations,yweatherphenomenon,weatherphenomenon
surface_blood_vessels,generalizations,nartery,artery
the_white_barn_inn_restaurant,generalizations,yrestaurant,restaurant
islamic_studies,generalizations,yterroristorganization,terroristorganization
lebanon,generalizations,ycity,city
french_cut_green_bean,generalizations,ylegume,legume
products_include_beef,generalizations,ymeat,meat
poached_salmon,generalizations,yfish,fish
science_need,generalizations,ypoliticsissue,politicsissue
clermont_beach,generalizations,ybeach,beach
phoenix_zoo,generalizations,yzoo,zoo
beautiful_bedrooms,generalizations,yroom,room
brandeis,generalizations,yuniversity,university
office_machine_technicians,generalizations,yprofession,profession
bigfoot_museum,generalizations,ymuseum,museum
purchase,generalizations,ncity,city
of_ancient_greek_olympics,generalizations,yolympics,olympics
rights,generalizations,ypoliticsissue,politicsissue
impalas,generalizations,ymammal,mammal
fillet_steak,generalizations,ymeat,meat
battle_of_domb__s,generalizations,nmilitaryconflict,militaryconflict
jellyfish,generalizations,yfish,fish
dvd_to_pocket_pc_ripper,generalizations,yconsumerelectronicitem,consumerelectronicitem
disk_driver,generalizations,nmediatype,mediatype
united_employees_credit_union,generalizations,ycreditunion,creditunion
united_employees_credit_union,generalizations,ycreditunion,creditunion
dodgerblue,generalizations,ycolor,color
laundry_and_workroom,generalizations,yroom,room
daimler_xj12,generalizations,yautomobilemodel,automobilemodel
diane_finley,generalizations,ypersonnorthamerica,personnorthamerica
speedcubing,generalizations,ysport,sport
speedcubing,generalizations,yhobby,hobby
mug,generalizations,ytableitem,tableitem
dhl,generalizations,ycompany,company
nutella_recipe,generalizations,yrecipe,recipe
industrial_socialist_labor_party,generalizations,ypoliticalparty,politicalparty
ear_mites,generalizations,yarthropod,arthropod
indiana_university,generalizations,yuniversity,university
douglas_r__hofstadter,generalizations,ymlauthor,mlauthor
sex_hand_job_strip_poker,generalizations,ytraditionalgame,traditionalgame
basic_new_mexican_red_chile_sauce,generalizations,ycondiment,condiment
product_assistant,generalizations,yjobposition,jobposition
cookware_stockpot,generalizations,nkitchenitem,kitchenitem
seek_alarm_clock,generalizations,ywallitem,wallitem
child_development_consultant,generalizations,yjobposition,jobposition
stola,generalizations,nclothing,clothing
rotonda_beach,generalizations,ybeach,beach
marlin_gun,generalizations,yweapon,weapon
dry_roasted_hazelnut,generalizations,ynut,nut
rage,generalizations,yemotion,emotion
bees,generalizations,yagriculturalproduct,agriculturalproduct
physical_cosmology,generalizations,yacademicfield,academicfield
central_intelligence_agency,generalizations,nlocation,location
cuff,generalizations,nclothing,clothing
brain_cavity,generalizations,ybodypart,bodypart
left_coronary_atery,generalizations,nartery,artery
korean_rat_snake,generalizations,yreptile,reptile
biopsychologist,generalizations,yprofession,profession
camel_back_sofa,generalizations,yflooritem,flooritem
poisson_hidden_markov_model,generalizations,ymlalgorithm,mlalgorithm
moths_and_wasp_moths,generalizations,ninsect,insect
two_goats,generalizations,nvertebrate,vertebrate
american_ornate_wood_turtle,generalizations,yreptile,reptile
sectional_club_chair,generalizations,yflooritem,flooritem
coffee_table_set,generalizations,yfurniture,furniture
hebrew,generalizations,ylanguage,language
plates,generalizations,ykitchenitem,kitchenitem
labour_rights,generalizations,ypoliticsissue,politicsissue
pc_desktop_clock,generalizations,ybedroomitem,bedroomitem
receipes,generalizations,nrecipe,recipe
accenttables,generalizations,nfurniture,furniture
squares,generalizations,ygeometricshape,geometricshape
puzzle_game,generalizations,yboardgame,boardgame
mars_volta,generalizations,ymusicartist,musicartist
glia,generalizations,ybodypart,bodypart
the_next_generation,generalizations,ytelevisionshow,televisionshow
black,generalizations,ycolor,color
uae,generalizations,ycountry,country
pizza,generalizations,yfood,food
washington_national__dca_,generalizations,yairport,airport
weka,generalizations,ymlsoftware,mlsoftware
caterpillar_worm,generalizations,yinsect,insect
john_updike,generalizations,ymlauthor,male
friday,generalizations,ydayofweek,dayofweek
friday,generalizations,ydayofweek,dayofweek
hypocrisy,generalizations,ycharactertrait,charactertrait
anti_aging_cream,generalizations,ypersonalcareitem,personalcareitem
amtrack_train,generalizations,ytransportation,transportation
pregnancy_begin_to_show,generalizations,ynondiseasecondition,nondiseasecondition
nashville_zoo_and_wildlife_park,generalizations,yzoo,zoo
courtyard_marriott_hotel,generalizations,yhotel,hotel
zoos_in_switzerland,generalizations,nzoo,zoo
ac_milan,generalizations,ysportsteam,sportsteam
cleanroom_furniture,generalizations,yhouseholditem,householditem
dark_grey,generalizations,ycolor,color
valve,generalizations,nvein,vein
thyme,generalizations,yagriculturalproduct,agriculturalproduct
unrelentless,generalizations,yemotion,emotion
morgan_stanley___company,generalizations,nbank,bank
product_management_engineer,generalizations,yjobposition,jobposition
sundaytimes,generalizations,ywebsite,website
associate_dentist,generalizations,yjobposition,jobposition
inheritress,generalizations,nemotion,emotion
caribbean_island,generalizations,ncountry,country
bald_bluff_trail,generalizations,ytrail,trail
archaeology,generalizations,yacademicfield,academicfield
babbitt,generalizations,ybook,book
andrew_mccallum,generalizations,ymale,male
alain_belda,generalizations,yceo,ceo
barber,generalizations,nmusician,musician
parmesan,generalizations,ycheese,cheese
simvastatin,generalizations,nprotein,protein
shortmoves_international_filmfestival,generalizations,nfilmfestival,filmfestival
lil_kim,generalizations,yfemale,female
lil_kim,generalizations,ypersonnorthamerica,personnorthamerica
google__yahoo,generalizations,nwebsite,website
google__yahoo,generalizations,ncompany,company
argentina,generalizations,ycountry,country
argentina,generalizations,ycountry,country
art_museum,generalizations,ymuseum,museum
vondelpark,generalizations,ypark,park
poker_texas_hold_em_2004,generalizations,ycardgame,cardgame
kimonos,generalizations,yclothing,clothing
salad,generalizations,ncondiment,condiment
frogs,generalizations,yamphibian,amphibian
stockholm_french_film_festival,generalizations,yfilmfestival,filmfestival
c__,generalizations,yprogramminglanguage,programminglanguage
c__,generalizations,yprogramminglanguage,programminglanguage
the_war_of_the_worlds,generalizations,ybook,book
ray_bradbury,generalizations,ywriter,writer
ray_bradbury,generalizations,yscientist,scientist
martian_chronicles,generalizations,ybook,book
president_chirac,generalizations,ypolitician,politician
jelly_beans_cappuccino,generalizations,ycandy,candy
carcassonne_game,generalizations,yboardgame,boardgame
catchphrase,generalizations,yboardgame,boardgame
mouse_trap,generalizations,yboardgame,boardgame
other_physics,generalizations,yacademicfield,academicfield
final_fantasy_6,generalizations,yvideogame,videogame
fucking,generalizations,yphysicalaction,physicalaction
i_405_freeway,generalizations,ystreet,street
i_405_freeway,generalizations,ystreet,street
colorado_orthopaedic___surgical_hospital,generalizations,yhospital,hospital
gold_coast_jazz_festival,generalizations,ymusicfestival,musicfestival
krone_american_dollar,generalizations,ycurrency,currency
floral_arrangements,generalizations,nplant,plant
tobacco_workers_international_union,generalizations,ytradeunion,tradeunion
goldilocks,generalizations,ncolor,color
red_gold,generalizations,ncolor,color
seventh_street,generalizations,ystreet,street
baked_apple_doughnuts,generalizations,yfood,food
sunken_rock_island,generalizations,yisland,island
dystonias,generalizations,yphysiologicalcondition,physiologicalcondition
neck_software,generalizations,nartery,artery
solomon_islands,generalizations,ycountry,country
cerebral_ganglia,generalizations,ybraintissue,braintissue
samoa,generalizations,yisland,island
eustachian_tube,generalizations,ybodypart,bodypart
madrid,generalizations,ycity,city
cookie_sheets_bake,generalizations,nkitchenitem,kitchenitem
steel_development,generalizations,nbuildingmaterial,buildingmaterial
steel_development,generalizations,nbuildingmaterial,buildingmaterial
adam_smith,generalizations,ypoliticianus,politicianus
dental_procedure,generalizations,ymedicalprocedure,medicalprocedure
line_speed,generalizations,yphysicsterm,physicsterm
reception_rooms,generalizations,yroom,room
u_s__air_force_academy_hospital,generalizations,yhospital,hospital
coconutmilk,generalizations,yfood,food
meat_pies,generalizations,yfood,food
almost_perfect_cheesecake,generalizations,yfood,food
creator_s_rights_party,generalizations,nnongovorganization,nongovorganization
george_w__bush,generalizations,npoliticsissue,politicsissue
the_vegetarian_restaurant_s_lemon_poppyseed_cake,generalizations,nbakedgood,bakedgood
quality_web_design,generalizations,ncharactertrait,charactertrait
quality_resources,generalizations,ncharactertrait,charactertrait
misconduct,generalizations,ncharactertrait,charactertrait
quality_leads,generalizations,ncharactertrait,charactertrait
quality_legal_representation,generalizations,ncharactertrait,charactertrait
quality_baby_products,generalizations,ncharactertrait,charactertrait
quality_digital_photographs,generalizations,ncharactertrait,charactertrait
quality_vacation_homes,generalizations,ncharactertrait,charactertrait
sageness,generalizations,ycharactertrait,charactertrait
quality_outputs,generalizations,ncharactertrait,charactertrait
australia_dollars,generalizations,ycurrency,currency
four_different_currencies,generalizations,ncurrency,currency
canadian_gold_maple_leaf,generalizations,ycurrency,currency
my_cathedral,generalizations,yplaceofworship,placeofworship
pituatary_gland,generalizations,ybraintissue,braintissue
brodmann_area,generalizations,ybraintissue,braintissue
cherry_coke,generalizations,ybeverage,beverage
iced_lemonade_tea,generalizations,ybeverage,beverage
cashew_nut,generalizations,ynut,nut
cashew_nut,generalizations,yagriculturalproduct,agriculturalproduct
rolled_oats,generalizations,ygrain,grain
fry_s_chocolate_sauce,generalizations,ncondiment,condiment
caterpillars,generalizations,nfood,food
earth,generalizations,yplanet,planet
earlobe,generalizations,ybodypart,bodypart
whole_milk,generalizations,ybeverage,beverage
michael_eugene_elkins,generalizations,ycriminal,criminal
persian,generalizations,ylanguage,language
marine_palace___oita_sea_life_aquarium,generalizations,yaquarium,aquarium
leeks,generalizations,yfood,food
copper_ii_carbonate_dihydroxide,generalizations,ychemical,chemical
